,Top Level,Parent Hierarchy,Selective Access,Production Data,Managed By,Has Workflow,Properties,Subsets,Numbered,Display Name Property,Is Organization,Category,Data Tags,Item Count,Notes,Referenced in Applies To,Referenced as Format,Referenced in Formula,Next item index,Use Top Level As Default Page
Import Scenario,Totaal,,false,false,,false,,"SS - Import Scenario - Budget/Actual, SS - Import Scenario - Budget only, SS - Import Scenario - Actuals only, SS - Import Scenario - Actuals/LE",false,,false,,,6,,"'IP 31. Netverder', 'CA 14. FTE Versie Variance', 'CA 99. Samenvatting', 'RP 06. samenvatting MJP', '└ RP 06a. samenvatting COEA', '└ RP 06b. Variantie Analyse', 'RP 07. formatie ontwikkeling', '└ RP 07a. Variantie Analyse', 'RP 08. Formatie MJP', '└ RP 08a. Variantie Analyse', 'RP 09. Afdelingskosten', 'RP 10 MJP CAPEX - UMD', '└ RP 10a. MJP CAPEX - Specificatie', '└ RP 10a. MJP CAPEX - LIS Based', 'RP 11. MJP OPEX - UMD', '└ RP 11a. MJP OPEX - Specificatie', '└ RP 11a. MJP OPEX - LIS Based', 'RP 12. MJP EXTERN - UMD', '└ RP 12a. MJP Extern - Specificatie', 'RP 17. KPI Waarde report creation', 'RP 18. KPI Waarde over years', '└ RP 18a. Powerpoint KPI''s Waarde', 'RP 24. FTE Versie Variance Totals', '└ FI 07j. User Filters - Import Scenario', '└ FI 07ag. User Filters - Suppress Zeroes OPEX', '└ FI 07ah. User Filters - Suppress Zeroes CAPEX', 'IM 07. Import Scenario''s', '└ SET 01b. Import Scenario Dashboard Settings', '└ SET 01c. Import Scenatio Dashboard Settings Monthly'","'IM 07. Import Scenario''s'.ITEM, 'SET 01. Import Scenario Settings'.Select Import Scenario, 'SET 01. Import Scenario Settings'.Select Import Scenario for Export, '└ SET 01a. Import Scenario Settings Monthly'.Select Import Scenario","'CA 41. Netverder Inflatie'.Kosten, 'CA 41. Netverder Inflatie'.Omzet, 'CA 41. Netverder Inflatie'.Bruto CAPEX, 'CA 41. Netverder Inflatie'.BAK, 'CA 41. Netverder Inflatie'.Subsidie, '└ RP 06c.TOTEX Analyse'.MJP, 'RP 07. formatie ontwikkeling'.Intern, 'RP 07. formatie ontwikkeling'.Extern, 'IM 07. Import Scenario''s'.ITEM, 'IM 07. Import Scenario''s'.Actual?, 'IM 07. Import Scenario''s'.LE?, 'IM 07. Import Scenario''s'.Budget LY?, 'IM 07. Import Scenario''s'.MJP?, 'IM 07. Import Scenario''s'.MJP Inflatie?, 'SET 01. Import Scenario Settings'.Select Import Scenario, 'SET 01. Import Scenario Settings'.ACT?, 'SET 01. Import Scenario Settings'.BUD?, '└ SET 01a. Import Scenario Settings Monthly'.Select Import Scenario, '└ SET 01a. Import Scenario Settings Monthly'.ACT?, '└ SET 01a. Import Scenario Settings Monthly'.BUD?, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Ex inflation, '└ SET 01b. Import Scenario Dashboard Settings'.'Show? Inc and Ex inflation', '└ SET 01b. Import Scenario Dashboard Settings'.Show? Inc Inflation, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Without Budget Ex Inflation, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Without Budget Inc Inflation, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Netverder, '└ SET 01b. Import Scenario Dashboard Settings'.Show? Historic no Budget, '└ SET 01c. Import Scenatio Dashboard Settings Monthly'.Kwartalen",6,false
Frequentie,,,false,false,,false,,,false,,false,,,3,,,"'IP 22. Create KPI_Afdeling'.Frequentie, 'RP 18. KPI Waarde over years'.Frequentie, 'IM 43. KPI_Afdeling'.Frequentie",,4,false
IP Kenmerk,,,false,false,,false,,,true,,false,,,10,,,,,11,false
IKT items,,,false,false,,false,,,false,,false,,,5,,"'IP 42. IKT Budget', 'IP 43. IKT Growth', 'CA 59. IKT', 'IM 61. IKT items', '└EX 01b. Export IKT Data  to FSP'",'IM 61. IKT items'.Item,'IM 61. IKT items'.Item,6,false
Inflatie excl/incl,,,false,false,,false,,"ss Inflatie Excl, ss Inflatie Incl",false,,false,,,2,,"'└ IP 16c. Toeslagen percentages', 'CA 07. Variante SIP/MJP', '└ CA 22a. Berekening toeslagen', '└ CA 22a. Berekening toeslagen - Copy', '└ CA 22b. Collect toeslagen', '└ CA 22c. Collect indirecte toeslagen', 'CA 24. Budget Kosten uren uitvoeringskosten-TBD', 'CA 24. MJP Kosten uren uitvoeringskosten', 'CA 34. MJP naar thema''s', 'CA 34. MJP naar thema''s - Meerjarig', 'CA 54. Bezettingsresultaat en dekkingsgraad', 'CA 62. MJP naar thema''s Opex/Capex', 'CA 41. Netverder Inflatie', '└CA 41a. Netverder Inflatie - Naar rekeningcategori', 'RP 03. DB / TS Overview', '└ RP 06c.TOTEX Analyse', 'RP 15. UMDT - Afdeling E/G Regio OPEX', 'RP 29. P&L Overzicht', 'RP 30. Controle DB en TS', '└ FI 07aa. User Filters - Inflation List Selection', '└ FI 07al. User Filters - Suppress Zeroes RP 29', 'IM 69. Inflatie'","'IM 99. Lookup lists'.Exclusief infaltie, 'IM 99. Lookup lists'.Inclusief Inflatie, 'IM 69. Inflatie'.Item","'└ CA 22a. Berekening toeslagen'.Kosten, '└ CA 22a. Berekening toeslagen'.'TOTEX (Exclusief toeslagen)', '└ CA 22a. Berekening toeslagen'.'TOTEX (Exclusief toelsagen) OPSS', '└ CA 22a. Berekening toeslagen'.Toeslagdragende materiaalkosten, '└ CA 22a. Berekening toeslagen - Copy'.Kosten, '└ CA 22a. Berekening toeslagen - Copy'.'TOTEX (Exclusief toeslagen)', '└ CA 22a. Berekening toeslagen - Copy'.'TOTEX (Exclusief toelsagen) OPSS', '└ CA 22a. Berekening toeslagen - Copy'.Toeslagdragende materiaalkosten, '└ CA 22c. Collect indirecte toeslagen'.Verhouding toeslagen geen inflatie, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Wagenpark Kosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.ICT Kosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.NS reiskosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Huisvestingskosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Gereedschap, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Kleding, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Terughaalactie, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Bedrijfsvoering, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Management Fee, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.SPP Kosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Consignatiedienst, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.PPO Kosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.CSR Kosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.BBL Leerlingen, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Change activiteiten Kosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.Opleidingskosten, 'CA 24. Budget Kosten uren uitvoeringskosten-TBD'.'Overig Kosten (IAS 16)', 'CA 24. MJP Kosten uren uitvoeringskosten'.Wagenpark Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.ICT Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.NS reiskosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.Huisvestingskosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.Gereedschap, 'CA 24. MJP Kosten uren uitvoeringskosten'.Kleding, 'CA 24. MJP Kosten uren uitvoeringskosten'.Terughaalactie, 'CA 24. MJP Kosten uren uitvoeringskosten'.Bedrijfsvoering, 'CA 24. MJP Kosten uren uitvoeringskosten'.Management Fee, 'CA 24. MJP Kosten uren uitvoeringskosten'.Omzet, 'CA 24. MJP Kosten uren uitvoeringskosten'.Personeelkosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.Materiaal Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.Diensten Derden, 'CA 24. MJP Kosten uren uitvoeringskosten'.Overige Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.IC Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.SPP Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.Consignatiedienst, 'CA 24. MJP Kosten uren uitvoeringskosten'.PPO Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.CSR Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.BBL Leerlingen, 'CA 24. MJP Kosten uren uitvoeringskosten'.Change activiteiten Kosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.Opleidingskosten, 'CA 24. MJP Kosten uren uitvoeringskosten'.'Overig Kosten (IAS 16)', 'CA 25. Budget Uren uitvoeringskosten'.Kosten, 'CA 25. MJP Uren uitvoeringskosten'.Kosten, 'CA 25. MJP Uren uitvoeringskosten'.'Kosten incl inflation - Dekking uren', 'CA 25. MJP Uren uitvoeringskosten'.'Kosten incl inflation - Toeslag direct', 'CA 32. Toeslag Indirect MJP'.'Inflatie - Magazijntoeslag %', 'CA 32. Toeslag Indirect MJP'.'Inflatie - OPSS %', 'CA 32. Toeslag Indirect MJP'.'Inflatie - Indirecte toeslag%', 'CA 33. Toeslag indirect dekkings controle'.Toegepaste TOTEX, 'CA 33. Toeslag indirect dekkings controle'.Huidig %, 'CA 34. MJP naar thema''s'.'MJP Totaal tafel/thema', 'CA 34. MJP naar thema''s - Meerjarig'.'MJP Totaal tafel/thema', '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde excl inflatie, '└CA 34a MJP thema''s voor RP 10 11 12'.Waarde incl inflatie, 'CA 41. Netverder Inflatie'.Kosten, 'CA 41. Netverder Inflatie'.Omzet, 'CA 41. Netverder Inflatie'.Bruto CAPEX, 'CA 41. Netverder Inflatie'.BAK, 'CA 41. Netverder Inflatie'.Subsidie, 'RP 03. DB / TS Overview'.#, 'RP 15. UMDT - Afdeling E/G Regio OPEX'.UMDT, '└ FI 07aa. User Filters - Inflation List Selection'.Selection, 'IM 99. Lookup lists'.Exclusief infaltie, 'IM 99. Lookup lists'.Inclusief Inflatie, 'IM 69. Inflatie'.Item, 'EX xx. Export plan to FSP'.'Plan inclusief inflatie en groei (Ketens + Netverder)', '└EX 01a. Export plan to FSP - BAK'.Plan inclusief inflatie en groei",3,false
Intercompany/Leenmonteur,,,false,false,,false,,,false,,false,,,2,,,"'IP 11. IC & Leenmonteurs input'.'Intercompany/Leenmonteur', 'IP 11. IC & Leenmonteurs input'.Intercompany for Copy, 'IM 99. Lookup lists'.Intercompany, 'IM 99. Lookup lists'.Leenmonteur","'IP 11. IC & Leenmonteurs input'.CF Leenmonteur niet Keten, 'IM 99. Lookup lists'.Intercompany, 'IM 99. Lookup lists'.Leenmonteur",3,false
Kostensoort,Totaal Kostensoorten,,false,false,,false,,"SS Kostensoort - zonder CAPEX, SS Kostensoort SIP, SS Kostensoort - FTE, SS Kostensoort - Synergiën, SS Kostensoort - Out of pocket",false,,false,,,8,,"'└DA 03b. Inflatie ( Merge)', '└  FI 07q. User Filters -Kostensoort', 'IM 70. Kostensoort (Inflatie Mapping)'","'IM 99. Lookup lists'.Kostensoort Inleen, 'IM 99. Lookup lists'.Kostensoort Personeel, 'IM 01. Account L12'.Kostensoort, 'IM 52. LIS Budgetitems'.Mapping kostensoorten","'└ IP 16b. Invoer DB/TS Inflatie'.'Format input & Check >100%', '└ IP 16b. Invoer DB/TS Inflatie'.KPI Verdeling % staging, 'IM 99. Lookup lists'.Kostensoort Inleen, 'IM 99. Lookup lists'.Kostensoort Personeel, 'IM 01. Account L12'.'SS - Account L12 - Inleen', 'IM 01. Account L12'.'SS - Account L12 - Personeelskosten'",12,true
KPI's,,,false,true,,false,Display Name: Text,,true,Display Name,false,,,500,,"'└ FI 07e. User Filters - KPI', 'IM 18. KPI Informatie'",'IM 18. KPI Informatie'.ITEM,'IM 18. KPI Informatie'.ITEM,1121,false
KPI's - RGS type,,,false,false,,false,,,false,,false,,,4,,,'IM 18. KPI Informatie'.'KPI type (RGS)',,5,false
KPI's - Excel Code,,,false,false,,false,,,false,,false,,,298,,,'IM 18. KPI Informatie'.Excel Code,,299,false
KPI's - SPIN Code (SIM),,,false,false,,false,,,false,,false,,,503,,,'IM 18. KPI Informatie'.'SPIN Code (SIM)',,504,false
KPI's - Soort,,,false,false,,false,,,false,,false,,,3,,,'IM 18. KPI Informatie'.KPI Soort,,5,false
KPI's - KPI of Groepering,,,false,false,,false,,,false,,false,,,2,,,"'IP 48. KPI report creation input'.KPI of Groepering, 'IM 99. Lookup lists'.'KPI or Randvoorwaarde - KPI', 'IM 99. Lookup lists'.'KPI or Randvoorwaarde - Randvoorwaarde?'","'IM 99. Lookup lists'.'KPI or Randvoorwaarde - KPI', 'IM 99. Lookup lists'.'KPI or Randvoorwaarde - Randvoorwaarde?'",3,false
KPI PPT Paging,,,false,false,,false,,,false,,false,,,4,,,'└ RP 18b. Powerpoint KPI''s Master Data'.PPT Page,'└ RP 18b. Powerpoint KPI''s Master Data'.PPT Page,5,false
OPEX CAPEX,Totaal OPEX + CAPEX,,false,false,,false,,"SS CAPEX, SS OPEX-CAPEX (only OP/CA), SS OPEX, SS OPEX-CAPEX - BAK, SS OPEX-OPEX BAK",false,,false,,,5,,"'LO 13. Load SIP E/G split', 'LO 02. Load SIP Plan - SIP Planvarianten', 'CA 00. SIP Adjusted', '└CA 00a. SIP- Delta Analyse', 'CA 61. Monthly allocation 5 years Opex/Capex', 'CA 62. MJP naar thema''s Opex/Capex', 'IM 66. OPEX/CAPEX', 'EX 01. Export plan to FSP', '└EX 01d. Export Tafel/Thema to FSP'","'LO 01. Load SIP'.AN OPEX CAPEX, 'IM 99. Lookup lists'.OPEX BAK, 'IM 99. Lookup lists'.CAPEX bak, 'IM 19. COEA'.'COEA - OPEX CAPEX', 'IM 66. OPEX/CAPEX'.ITEM, 'MA 09. Mapping OPEX/CAPEX en COEA (Delete After Action)'.'COEA - OPEX CAPEX'","'LO 01. Load SIP'.AN OPEX CAPEX, 'IM 99. Lookup lists'.SS Capex, 'IM 99. Lookup lists'.SS Opex, 'IM 99. Lookup lists'.OPEX BAK, 'IM 99. Lookup lists'.CAPEX bak, 'IM 66. OPEX/CAPEX'.ITEM, 'IM 66. OPEX/CAPEX'.OPEX?, 'IM 66. OPEX/CAPEX'.CAPEX?, 'IM 66. OPEX/CAPEX'.OPEX BAK?, 'IM 66. OPEX/CAPEX'.CAPEX BAK?",5,true
OPEX Type,Totaal OPEX,,false,false,,false,,,false,,false,,,3,,"'RP 15. UMDT - Afdeling E/G Regio OPEX', '└ FI 07bb. User Filters - OPEX Type'","'IP 40. Input Thema L3++ split'.OPEX, 'IP 40. Input Thema L3++ split'.OPEX Final, 'IP 41. Input Activiteit L4+ split'.OPEX, 'IP 41. Input Activiteit L4+ split'.OPEX Final, 'CA 52. UMDT - Thema Regio EG'.OPEX Type, 'CA 53. UMDT - Activiteit Regio EG'.OPEX Type, 'FI 07. User filters - General'.OPEX Type, 'IM 99. Lookup lists'.Regulier","'└ FI 07bb. User Filters - OPEX Type'.'Filter - Selected OPEX Type', 'IM 99. Lookup lists'.Regulier",3,false
Portefeuillehouders,,,false,false,,false,,,false,,false,,,4,,,"'IM 13. Afdeling L5'.RvB, 'IM 18. KPI Informatie'.Portefeuillehouder, 'IM 18. KPI Informatie'.'Handmatig - Portfeulliehouder', 'MA 05. Mapping Afdeling directeuren (Delete After Action)'.RvB",,5,false
Product,Totaal Product,,false,false,,false,,"SS Product - E, SS Product - G, SS Product - Gereguleerd",false,,false,,,4,,"'LO 13. Load SIP E/G split', 'IP 45. Netverliezen Budget', 'IP 46. Netverliezen Future', 'IP 47. Netverliezen Eigenschappen', 'CA 52. UMDT - Thema Regio EG', 'CA 53. UMDT - Activiteit Regio EG', 'CA 60. Netverliezen Allocatie', 'RP 15. UMDT - Afdeling E/G Regio OPEX', '└ FI 07bc. User Filters - Product', 'IM 08. Product', '└EX 01a. Export netverliezen to FSP'","'LO 04. Load Tafel/Thema SIP'.AN Product, 'FI 07. User filters - General'.Product, 'IM 99. Lookup lists'.Elektra, 'IM 99. Lookup lists'.Gas, 'IM 08. Product'.ITEM, 'IM 34. SIP Activiteit L4'.'Product E/G/O', 'SIP Thema L3'.PAM Product","'LO 04. Load Tafel/Thema SIP'.AN Product, 'CA 52. UMDT - Thema Regio EG'.'UMDT excl. inflatie Thema L3++', 'CA 52. UMDT - Thema Regio EG'.'UMDT incl. inflatie Thema L3++', 'CA 53. UMDT - Activiteit Regio EG'.'UMDT excl. inflatie Activiteit L4+', 'CA 53. UMDT - Activiteit Regio EG'.'UMDT incl. inflatie Activiteit L4+', 'IM 99. Lookup lists'.Elektra, 'IM 99. Lookup lists'.Gas, 'IM 08. Product'.ITEM",4,false
Provincie,Totaal,,false,false,,false,,,false,,false,,,7,,,,,7,false
RES Regio,,Provincie,false,false,,false,,,false,,false,,,22,,,,,16,false
Regio,Totaal Regio,,false,false,,false,,,false,,false,,,6,,"'RP 15. UMDT - Afdeling E/G Regio OPEX', '└ FI 07bd. User Filters - Regio', 'IM 46. Regio'","'IP 40. Input Thema L3++ split'.Regio, 'IP 40. Input Thema L3++ split'.Regio Final, 'IP 41. Input Activiteit L4+ split'.Regio, 'IP 41. Input Activiteit L4+ split'.Regio Final, 'CA 52. UMDT - Thema Regio EG'.Regio, 'CA 53. UMDT - Activiteit Regio EG'.Regio, 'FI 07. User filters - General'.Regio, 'IM 99. Lookup lists'.Regio overig, 'IM 46. Regio'.Item","'IM 99. Lookup lists'.Regio overig, 'IM 46. Regio'.Item",6,false
Rekeningcategorie,Totaal,,false,false,,false,,"SS Rekeningcategorie - Acticvering, SS Rekeningcategorie - Omzet, SS Rekeningcategorie - Personeel, SS Rekeningcategorie - Uren, SS Rekeningcategorie - Toeslag Direct, SS Rekeningcategorie - Toeslag Indirect, SS Rekeningcategorie - Doorbelastingen, SS Rekeningcategorie - IC, SS Rekeningcategorie - IAS 16, SS Rekeningcategorie - Combined, SS Rekeningcategorie - UMD, SS Rekeningcategorie - MJP, SS Rekeningcategorie - excl. IAS 16, SS Rekeningcategorie - UMDT",false,,false,,,13,,"'└ DA 31b.  Historical Data Aggregated'.Waarde per Rekeningcategorie, 'IP 10. Verdeling naar kostenplaatsen', 'IP 10x2. NEW Handmatig Verdeling naar KP', '└ IP 10a NEW. Verdeling naar grootboekrekening', 'CA 01. SIP - continued', 'CA 11 NEW. Verdeling naar Grootboekrekening', '└ CA 11a NEW. Verdeling naar maand overzicht', 'CA 16 NEW. Controle Dekking COEA', 'CA 50. Monthly allocation key FSP', 'CA 51. Monthly allocation 5 years', 'CA 54. Bezettingsresultaat en dekkingsgraad'.'Unicode split to COEA, RC and Afdeling', 'CA 61. Monthly allocation 5 years Opex/Capex', '└CA 41a. Netverder Inflatie - Naar rekeningcategori'.Totaal netverder, 'CA 44. Inflatie Staging', 'CA 46 Cost + Inflatie', 'RP 16 NEW. MJP Inflatie', 'RP 29. P&L Overzicht', 'RP 22. COEA Versie Variance', 'RP 23. Controle Dekking Uren', 'RP 30. Controle DB en TS', 'RP 28. Controle Volledigheid GBR/Maand', '└ FI 07af. User Filters - Suppress Zeroes IP 10a NEW', '└ FI 07al. User Filters - Suppress Zeroes RP 29', '└ FI 07ba. User Filters - Rekeningcategorie', 'IM 33. Rekeningcategorie', 'MA 03. LIS DA04 to Rekeningcategorie', 'MA 04. Mapping Rekeningcategorie naar COEA', 'MA 05. Automatische allocatie', 'MA 06. NEW. COEA -> Rekeningcategorie', 'MA 15. COEA -> Rekeningcategorie', 'EX 01. Export plan to FSP', 'EX xx. Export plan to FSP', 'MA 10. Kostencategorieen <> subset (DAA)'","'└ IP 10a. Verdeling naar grootboekrekening'.Rekeningscategorie, '└ IP 10c. Selecteer seizoenspatroon'.Rekeningcategorie, 'CA 11. Verdeling naar Grootboekrekening overzicht'.Rekcat, 'FI 07. User filters - General'.Rekeningcategorieen, '└ FI 07f. User Filters - Account'.Rekeningcategorie, '└  FI 07p. User Filters - Accounts Active SS'.Mapped Rekeningcategorie, '└ FI 07ba. User Filters - Rekeningcategorie'.ITEM, 'IM 99. Lookup lists'.'RC - Activering', 'IM 99. Lookup lists'.'RC - Omzet', 'IM 99. Lookup lists'.'RC - Personeelkosten', 'IM 99. Lookup lists'.'RC - Materiaal Kosten', 'IM 99. Lookup lists'.'RC - Diensten Derden', 'IM 99. Lookup lists'.'RC - Overige Kosten', 'IM 99. Lookup lists'.'RC - Uren', 'IM 99. Lookup lists'.'RC - Toeslag direct', 'IM 99. Lookup lists'.'RC - Toeslag indirect', 'IM 99. Lookup lists'.'RC - Doorbelastingen', 'IM 99. Lookup lists'.'RC - IC Kosten', 'IM 99. Lookup lists'.'RC - niet cf IAS 16', '└ IM 01a. Account L12 - used'.Mapping Rekeningcategorie, 'IM 20. COEA-KP-ACC'.Rekeningcategorie, 'IM 33. Rekeningcategorie'.Item, 'IM 52. LIS Budgetitems'.Mapping Rekeningcategorie, 'IM 73. Mapping DA 45 -> Kostencategorie'.Mapping, 'IM 74. LIS CA21 Mappings'.Rekeningcategorie Inflatie, 'IM 75. LIS CA23 Mappings'.Rekeningcategorie Inflatie, 'MA 58. UMD to Toeslag Indirect'.Mapping UMD, 'MA 63. LIS (CA 29) MJP to rekeningcategorie'.Rekeningcategorie, 'MA 64 LIS CA 29 to Rekeningcategorie'.Mapping, 'Account L12'.Kostensoort GREN","'IP 10x1. NEW Afdelingkosten naar KP'.Niet personeel kosten, '└ IP 10d. Calculatie seizoenspatronen'.Inflatie %, '└CA 16a. Controle UMD vs Thema'.Te groot?, '└CA 16a. Controle UMD vs Thema'.CF te groot, '└CA 16a. Controle UMD vs Thema'.Afdeling per Dummy Maand Delta %, 'CA 20. Toeslag Direct'.Berekend, 'CA 20. Toeslag Direct'.Total kosten, 'CA 29. MJP naar Afdelingen'.Omzet, 'CA 29. MJP naar Afdelingen'.Materiaal, 'CA 29. MJP naar Afdelingen'.Diensten Derden, 'CA 29. MJP naar Afdelingen'.Toeslag Direct, 'CA 29. MJP naar Afdelingen'.Overige Kosten, 'CA 44. Inflatie Staging'.Inflatie, 'RP 14. UMDT - Kostenplaats'.Uren, 'RP 14. UMDT - Kostenplaats'.Materiaal, 'RP 14. UMDT - Kostenplaats'.Diensten Derden, 'RP 14. UMDT - Kostenplaats'.'TS - Direct', 'RP 14. UMDT - Kostenplaats'.'TS - Indirect', '└ FI 07ba. User Filters - Rekeningcategorie'.ITEM, '└ FI 07ba. User Filters - Rekeningcategorie'.'Filter - Rekeningcategorie - Empty is total', 'IM 99. Lookup lists'.'RC - Activering', 'IM 99. Lookup lists'.'RC - Omzet', 'IM 99. Lookup lists'.'RC - Personeelkosten', 'IM 99. Lookup lists'.'RC - Materiaal Kosten', 'IM 99. Lookup lists'.'RC - Diensten Derden', 'IM 99. Lookup lists'.'RC - Overige Kosten', 'IM 99. Lookup lists'.'RC - Uren', 'IM 99. Lookup lists'.'RC - Toeslag direct', 'IM 99. Lookup lists'.'RC - Toeslag indirect', 'IM 99. Lookup lists'.'RC - Doorbelastingen', 'IM 99. Lookup lists'.'RC - IC Kosten', 'IM 99. Lookup lists'.'RC - niet cf IAS 16', '└ IM 01a. Account L12 - used'.Mapping Rekeningcategorie, 'IM 20. COEA-KP-ACC'.Rekeningcategorie, 'IM 33. Rekeningcategorie'.Item, 'IM 62 Kostenplaats'.Value in budget?, 'MA 64 LIS CA 29 to Rekeningcategorie'.Mapping, 'EX xx. Export plan to FSP'.Plan exclusief inflatie, 'EX xx. Export plan to FSP'.Plan inclusief inflatie, 'EX xx. Export plan to FSP'.'Plan inclusief inflatie en groei (Ketens + Netverder)'",14,false
Risico & Kansen items,,SS Afdeling L5 - Budget Afdelingen,false,true,,false,Display Name: Text,,true,Display Name,false,,,175,,"'IP 03. Risico & Kansen', 'RP 19. Risico & Kansen', 'IM 14. Risico''s  & Kansen'",,"'RP 19. Risico & Kansen'.Afdeling Filter, 'IM 14. Risico''s  & Kansen'.Parent item, 'IM 14. Risico''s  & Kansen'.Parent",136,false
Risico & Kansen soort,,,false,false,,false,,,false,,false,,,3,,"'IP 03. Risico & Kansen', '└IP 03a. Naar jaren', 'CA 05. Risico & Kansen', 'RP 19. Risico & Kansen', 'IM 15. Risico & Kansen soorten'","'IP 03. Risico & Kansen'.'R&K Soort', 'RP 19. Risico & Kansen'.'R&K Soort', 'MA 13. R&K Mapping'.'R&k Soort', 'Risico & Kansen kostensoorten'.'R&K Soort'","'IP 03. Risico & Kansen'.'R&K Soort', 'RP 19. Risico & Kansen'.'R&K Soort'",4,false
Risico & Kansen kostensoorten,,,false,false,,false,R&K Soort: Risico & Kansen soort,,false,,false,,,17,,'MA 13. R&K Mapping',"'IP 03. Risico & Kansen'.Kostensoort, 'RP 19. Risico & Kansen'.Kostensoort",,44,false
Technische staat,,,false,false,,false,,,false,,false,,,4,,,,,5,false
Soort (SAP BPC),,,false,false,,false,,,false,,false,,,13,,'IM 76. Grouping SAP BPC to COEA','DA 31. Historical data SAP BPC'.AN Soort,'DA 31. Historical data SAP BPC'.AN Soort,14,false
Strategische doelen,,,false,false,,false,,,false,,false,,,9,,,'IM 18. KPI Informatie'.Strategisch Thema,,10,false
Strategische initiatieven,,Strategische doelen,false,false,,false,,,true,,false,,,9,,,,,1,false
User Filters,,,false,false,,false,,,false,,false,,,7,,'IM 29. User filter','FI 02. User Filter Years'.Filter,'FI 03. User Filter Years II'.Show?,8,false
UMDT Items,,,false,false,,false,,,false,,false,,,11,,"'CA 52. UMDT - Thema Regio EG', 'CA 53. UMDT - Activiteit Regio EG', 'RP 13. UMDT - Afdeling', 'RP 15. UMDT - Afdeling E/G Regio OPEX', '└ FI 07ad. User Filters - Suppress Zeroes RP13', '└ FI 07aj. User Filters - Suppress Zeroes RP15', 'IM 77. UMDT Items to CA21 SS & CA 23 SS'",'IM 99. Lookup lists'.UMDT Total,"'CA 34. MJP naar thema''s'.'Allocatie Jaar 1', 'IM 99. Lookup lists'.UMDT Total",12,false
Uurtarieven niveau's,Totaal,,false,false,,false,,,false,,false,,,7,,'IP 15. Uurtarieven',"'IP 13. UMDT op Activiteiten'.Uurtarief Selectie, 'IP 19. UMDT op L3++ Thema''s'.Uurtarief Selectie, 'CA 21. Berekend UMDT op Activiteit'.Uurtarief, 'CA 23. Berekend UMDT op L3++ Thema''s'.Uurtarief","'IP 15. Uurtarieven'.Totaal Uren Dekking, 'IP 15. Uurtarieven'.Totaal Productieve uren, 'IP 15. Uurtarieven'.Final Dekking, 'IP 15. Uurtarieven'.Final Productieve uren, 'IP 15. Uurtarieven'.Write?",8,false
▶️ Technical list ◀️,,,false,false,,false,,,false,,false,,,0,,,,,1,false
Support list dep,,,false,false,,false,,,false,,false,,,5,,'IM 71. Support List Dep','LO 01. Load SIP'.Finditem suppport list,'LO 01. Load SIP'.Finditem suppport list,6,false
Dummy COEA,,,false,false,,false,,,false,,false,,,3,,,"'IP 13. UMDT op Activiteiten'.'COE - Activiteit', 'IP 19. UMDT op L3++ Thema''s'.'COE - Activiteit'",,4,false
